Žaidėjas,Data,Laikas,Lygis,Turnyras,Rezultatas,Oponentas
Crafty: Matches,2019-07-05,14:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,4 : 6,Levy
Crafty: Matches,2019-07-05,13:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,4 : 3,Stokes
Crafty: Matches,2019-04-21,15:30 UTC,A2A-Tier,eLigue 1 Winter 2019 - Xbox One,0 : 1,RayZiaaH
Crafty: Matches,2019-04-21,14:00 UTC,A2A-Tier,eLigue 1 Winter 2019 - Xbox One,2 : 1,Mino
Crafty: Matches,2019-04-21,12:30 UTC,A2A-Tier,eLigue 1 Winter 2019 - Xbox One,3 : 0,GaBoX
Crafty: Matches,2019-01-13,15:30 UTC,A2A-Tier,eLigue 1 Winter 2019 - Xbox One,0 : 1,DaXe
Crafty: Matches,2019-01-13,13:30 UTC,A2A-Tier,eLigue 1 Winter 2019 - Xbox One,3 : 2,Mino
Crafty: Matches,2018-08-03,13:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,5 : 8,Msdossary
Crafty: Matches,2018-08-03,12:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,6 : 9,GoalMachine
Crafty: Matches,2018-08-02,16:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,7 : 5,Senna
Crafty: Matches,2018-08-02,15:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,2 : 8,Gorilla
Crafty: Matches,2018-08-02,14:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,5 : 7,NRaseck
Crafty: Matches,2018-08-02,13:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,6 : 3,Sakul
Crafty: Matches,2018-08-02,12:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,8 : 7,Rafsou
Crafty: Matches,2018-05-31,14:00 UTC,A1S-Tier,FIFA Global Series 2018 Playoffs - Xbox One,2 : 5,NRaseck
Crafty: Matches,2018-05-31,13:00 UTC,A1S-Tier,FIFA Global Series 2018 Playoffs - Xbox One,3 : 0,Herozia
Crafty: Matches,2018-04-15,13:00 UTC,A2A-Tier,FUT 18 Champions Cup Manchester - Xbox One,3 : 10,NRaseck
Crafty: Matches,2018-01-28,15:00 UTC,A2A-Tier,FUT 18 Champions Cup Barcelona - Xbox One,2 : 4,Ryan
Crafty: Matches,2018-01-28,14:00 UTC,A2A-Tier,FUT 18 Champions Cup Barcelona - Xbox One,4 : 3,Dubzje
Crafty: Matches,0000-01-01,,A4C-Tier,Futhead Tuesday Night Football #23,6 : 3,Berggrinhosa
Crafty: Matches,0000-01-01,,A4C-Tier,Futhead Tuesday Night Football #23,8 : 3,Jamboo
Crafty: Matches,0000-01-01,,A4C-Tier,Futhead Tuesday Night Football #23,0 : 1,Zelonius
Crafty: Matches,0000-01-01,,A4C-Tier,Futhead Tuesday Night Football #27,2 : 3,BeneCR7x
Crafty: Matches,0000-01-01,,A4C-Tier,Blacki Cup #4,2 : 1,Luca-nr1
Crafty: Matches,0000-01-01,,A4C-Tier,Blacki Cup #4,1 : 2,rikhard11
AleeeLM10 : Matches,2023-03-30,00:00 UTC,A3B-Tier,ePrimera 2023 - Playoffs,2 : 5,Agardash
AleeeLM10 : Matches,2023-03-22,01:00 UTC,A3B-Tier,ePrimera 2023 - Group Stage,4 : 3,VichoGB-17
AleeeLM10 : Matches,2023-03-15,00:00 UTC,A3B-Tier,ePrimera 2023 - Group Stage,3 : 2,Khalcito7
AleeeLM10 : Matches,2023-03-08,02:00 UTC,A3B-Tier,ePrimera 2023 - Group Stage,2 : 1,DuckVas02
AleeeLM10 : Matches,2022-05-26,,A3B-Tier,ePrimera 2022,5 : 3,GuilleM_14
AleeeLM10 : Matches,2022-05-26,,A3B-Tier,ePrimera 2022,6 : 7,AlanEscobar7
Chousita : Matches,2024-10-23,19:00 UTC,A4C-Tier,Wicked Wednesday - Week #3,3 : 4,Alihanlion
Chousita : Matches,2024-10-23,18:00 UTC,A4C-Tier,Wicked Wednesday - Week #3,3 : 1,Ollelito
Chousita : Matches,2024-10-22,22:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #2,0 : 4,Diogo
Chousita : Matches,2024-10-22,21:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #2,4 : 3,Rodr7gol
Chousita : Matches,2024-10-22,20:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #2,5 : 2,MxnuABT
Chousita : Matches,2024-10-22,19:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #2,4 : 1,JPeres99
Chousita : Matches,2024-06-15,16:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,1 : 8,RvPLegend
Chousita : Matches,2024-06-15,15:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,9 : 3,Andyelmessy
Chousita : Matches,2024-06-15,14:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,3 : 4,Tom
Chousita : Matches,2024-06-15,13:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,1 : 0,xBerki10
Chousita : Matches,2024-06-10,18:00 UTC,A5D-Tier,Wicked Wednesday - Spring Series - Qual. W3,1 : 4,ditmir
Chousita : Matches,2024-06-10,17:00 UTC,A5D-Tier,Wicked Wednesday - Spring Series - Qual. W3,5 : 4,Dudu
Chousita : Matches,2024-05-31,22:00 UTC,A2A-Tier,DH Dallas - Group Stage,2 : 4,Adida
Chousita : Matches,2024-05-31,21:00 UTC,A2A-Tier,DH Dallas - Group Stage,5 : 4,Adida
Chousita : Matches,2024-05-31,20:00 UTC,A2A-Tier,DH Dallas - Group Stage,4 : 2,Ollelito
Chousita : Matches,2024-05-31,19:00 UTC,A2A-Tier,DH Dallas - Group Stage,6 : 2,RafaMonteiro09
Chousita : Matches,2024-05-31,18:00 UTC,A2A-Tier,DH Dallas - Group Stage,5 : 1,KGRD1999
Chousita : Matches,2024-05-31,17:00 UTC,A2A-Tier,DH Dallas - Group Stage,3 : 0,SaadistOW
Chousita : Matches,2024-05-22,18:00 UTC,A5D-Tier,Wicked Wednesday - Spring Series - Week 1,3 : 10,Umut
Chousita : Matches,2024-04-27,16:35 UTC,A1S-Tier,LaLiga FC Pro 2024 - Finals,2 : 6,nicolas99fc
Chousita : Matches,2024-04-27,14:45 UTC,A1S-Tier,LaLiga FC Pro 2024 - Finals,4 : 2,Flippersito
Chousita : Matches,2024-04-06,16:40 UTC,A1S-Tier,LaLiga FC Pro 2024 - Cup,2 : 4,NachoAbella
Chousita : Matches,2024-03-02,16:00 UTC,A1S-Tier,LaLiga FC Pro 2024 - Regular Season, : ,Navarrete
Chousita : Matches,2024-03-02,16:00 UTC,A1S-Tier,LaLiga FC Pro 2024 - Regular Season,10 : 1,JLion01
Chousita : Matches,2024-02-17,16:50 UTC,A1S-Tier,LaLiga FC Pro 2024 - Regular Season,9 : 3,AdriCifuentes
Chousita : Matches,2024-02-17,16:00 UTC,A1S-Tier,LaLiga FC Pro 2024 - Regular Season, : ,nicolas99fc
Chousita : Matches,2023-12-17,13:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups December: Europe West,5 : 9,Stingray
Chousita : Matches,2023-12-17,12:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups December: Europe West,13 : 11,Diogo10
Chousita : Matches,2023-11-26,17:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: Europe West,5 : 6,Leks
Chousita : Matches,2023-11-26,16:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: Europe West,9 : 8,Tom
Chousita : Matches,2023-11-26,15:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: Europe West,8 : 3,Lavinten
Chousita : Matches,2023-11-26,14:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: Europe West,9 : 5,Talha
Chousita : Matches,2023-11-26,13:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: Europe West,9 : 3,Ilian
Chousita : Matches,2023-11-26,12:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: Europe West,10 : 3,Godwin_L2_R2
Chousita : Matches,2023-11-16,19:00 UTC,A5D-Tier,Levi's Sweaty Sixteen #3,3 : 4,EthxnH
Chousita : Matches,2023-10-21,17:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,5 : 6,RedLac
Chousita : Matches,2023-10-21,15:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,4 : 2,Yaskow
Chousita : Matches,2023-10-21,14:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,4 : 1,Rodrigol
Chousita : Matches,2023-10-19,21:30 UTC,A5D-Tier,Blacki Cup #5,4 : 5,Prettyboooy
Chousita : Matches,2023-10-18,18:00 UTC,A5D-Tier,FC Pro Cup #4,0 : 1,maxkoelemaij
Chousita : Matches,2023-10-17,18:00 UTC,A5D-Tier,FC Pro Cup #3,5 : 6,Mvlik93
Chousita : Matches,2023-09-28,20:15 UTC,A5D-Tier,FC Pro Cup #1,0 : 1,Neat
Chousita : Matches,2023-05-28,14:15 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,1 : 3,BerkayLion
Chousita : Matches,2023-05-28,11:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,4 : 2,Yago
Chousita : Matches,2023-05-27,17:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,9 : 3,Umut
Chousita : Matches,2023-05-27,16:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,7 : 1,AdRXx
Chousita : Matches,2023-05-27,14:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,3 : 1,Virgil
Chousita : Matches,2023-05-27,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,2 : 8,Roee Feldman
Chousita : Matches,2023-05-27,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,5 : 1,storari30
Chousita : Matches,2023-05-27,10:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,5 : 2,iMertAL
Chousita : Matches,2023-05-13,14:40 UTC,A2A-Tier,eLaLiga 2023 - Final,3 : 3,Zidane 10
Chousita : Matches,2023-05-13,13:00 UTC,A2A-Tier,eLaLiga 2023 - Final,4 : 3,JLion01
Chousita : Matches,2023-04-29,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #4,7 : 5,Resaaf
Chousita : Matches,2023-04-29,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #4,4 : 6,DPeixoto7
Chousita : Matches,2023-04-29,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #4,4 : 6,DPeixoto7
Chousita : Matches,2023-04-29,10:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #4,2 : 4,Zackey
Chousita : Matches,2023-03-18,14:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,3 : 4,Rodrigol
Chousita : Matches,2023-03-11,18:00 UTC,A4C-Tier,BDS CUP #2,7 : 9,Cursorr
Chousita : Matches,2023-03-11,17:00 UTC,A4C-Tier,BDS CUP #2,6 : 2,Deshe
Chousita : Matches,2023-02-11,17:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,4 : 5,HHezerS
Chousita : Matches,2023-02-11,16:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,3 : 0,antimax
Chousita : Matches,2023-02-11,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,4 : 6,Ditmir
Chousita : Matches,2023-02-11,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,3 : 4,AdRXx
Chousita : Matches,2023-01-17,22:30 UTC,A5D-Tier,SAF Community Pro Cup #8,2 : 4,GoalPoacher
Chousita : Matches,2023-01-17,22:00 UTC,A5D-Tier,SAF Community Pro Cup #8,1 : 4,Matias
Chousita : Matches,2023-01-17,21:30 UTC,A5D-Tier,SAF Community Pro Cup #8,4 : 0,Daaz
Chousita : Matches,2023-01-17,21:00 UTC,A5D-Tier,SAF Community Pro Cup #8,2 : 1,Colston
Chousita : Matches,2023-01-07,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #1,7 : 6,gianluca_m17
Chousita : Matches,2022-10-10,18:00 UTC,A5D-Tier,Eligella Cup #1,4 : 6,Chaser
Chousita : Matches,2022-10-06,18:30 UTC,A5D-Tier,Blacki Cup #3,2 : 3,DullenMIKE
Chousita : Matches,2022-06-30,16:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,2 : 5,Eyedin98
Chousita : Matches,2022-06-30,15:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,4 : 7,Mh7
Chousita : Matches,2022-06-30,14:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,2 : 4,Rodrigo
Chousita : Matches,2022-06-30,13:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,5 : 3,RajaBos
Chousita : Matches,2022-05-24,16:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #4,1 : 2,Matias
Chousita : Matches,2022-05-24,15:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #4,4 : 1,Zidane 10
Chousita : Matches,2022-05-24,14:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #4,3 : 2,Darkley11
Chousita : Matches,2022-05-07,17:45 UTC,A2A-Tier,eLaLiga 2022 - Grand Final,1 : 4,Matias
Chousita : Matches,2022-05-07,16:30 UTC,A2A-Tier,eLaLiga 2022 - Grand Final,5 : 5,dsaanchez
Chousita : Matches,2022-05-07,13:00 UTC,A2A-Tier,eLaLiga 2022 - Grand Final,1 : 0,NachoAbella
Chousita : Matches,2022-04-17,15:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #3,2 : 3,Shellzz
Chousita : Matches,2022-04-17,14:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #3,3 : 1,DFernandes
Chousita : Matches,2021-12-14,16:00 UTC,A2A-Tier,Eligella Xmas Cup 2021: Group Stage,0 : 3,Predator
Chousita : Matches,2021-12-14,15:00 UTC,A2A-Tier,Eligella Xmas Cup 2021: Group Stage,0 : 6,Roee Feldman
Chousita : Matches,2021-12-14,14:00 UTC,A2A-Tier,Eligella Xmas Cup 2021: Group Stage,2 : 1,Gaucho10
Chousita : Matches,2021-12-14,13:00 UTC,A2A-Tier,Eligella Xmas Cup 2021: Group Stage,4 : 1,Predator
Chousita : Matches,2021-12-14,12:00 UTC,A2A-Tier,Eligella Xmas Cup 2021: Group Stage, : ,Roee Feldman
Chousita : Matches,2021-12-14,11:00 UTC,A2A-Tier,Eligella Xmas Cup 2021: Group Stage,2 : 1,Gaucho10
Chousita : Matches,2021-12-05,14:00 UTC,A1S-Tier,eChampions League 2022 - Qualifier,2 : 7,CR7GoatedBeast
Chousita : Matches,2021-11-28,18:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #1,7 : 5,MichaelFisher
Chousita : Matches,2021-11-28,17:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #1,5 : 3,LevideWeerd
Chousita : Matches,2021-11-28,16:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #1,4 : 2,Zidane 10
Chousita : Matches,2021-11-28,15:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #1,9 : 4,Neat
Chousita : Matches,2021-11-28,14:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #1,4 : 1,NotAlvarez7
Chousita : Matches,2021-11-18,22:30 UTC,A4C-Tier,Blacki Cup Practice Week #12,1 : 0,YuvalBeli
Chousita : Matches,2021-11-18,22:00 UTC,A4C-Tier,Blacki Cup Practice Week #12,3 : 6,Stokes
Chousita : Matches,2021-11-18,21:30 UTC,A4C-Tier,Blacki Cup Practice Week #12,5 : 1,HARTIXEL
Chousita : Matches,2021-11-18,21:00 UTC,A4C-Tier,Blacki Cup Practice Week #12,2 : 0,jafonsogv
Chousita : Matches,2021-02-14,13:00 UTC,A1S-Tier,eChampions League 2021 - Qualifier,3 : 4,egos_pegos
Chousita : Matches,2021-02-13,13:00 UTC,A1S-Tier,eChampions League 2021 - Qualifier,4 : 3,HARTIXEL
Chousita : Matches,0000-01-01,,A4C-Tier,Kita High January 1vs1,0 : 0,Tesler
CamiloR9 : Matches,2023-04-29,19:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #4,8 : 4,SixOli
CamiloR9 : Matches,2023-04-29,18:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #4,5 : 6,Danieljho32
CamiloR9 : Matches,2023-03-18,23:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #3,2 : 8,arielmc92
CamiloR9 : Matches,2023-03-18,21:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #3,4 : 2,ChofoLS
CamiloR9 : Matches,2023-03-18,18:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #3,6 : 5,Lewis_43x
CamiloR9 : Matches,2023-03-18,17:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #3,4 : 8,PHARM
CamiloR9 : Matches,2023-03-03,22:00 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 3,3 : 0,Alumove13
CamiloR9 : Matches,2023-03-03,21:30 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 3,3 : 0,alemcaro
CamiloR9 : Matches,2023-03-02,22:00 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 3,3 : 0,Alumove13
CamiloR9 : Matches,2023-03-02,21:30 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 3,4 : 2,alemcaro
CamiloR9 : Matches,2022-12-16,23:10 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 1,2 : 1,Dms10_fc
CamiloR9 : Matches,2022-12-16,22:40 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 1, : ,PHzin
CamiloR9 : Matches,2022-12-16,22:00 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 1,2 : 1,Agardash
CamiloR9 : Matches,2022-12-16,21:30 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 1,2 : 4,Valen
CamiloR9 : Matches,2022-12-15,23:10 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 1,0 : 6,Dms10_fc
CamiloR9 : Matches,2022-12-15,22:40 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 1,1 : 0,PHzin
CamiloR9 : Matches,2022-12-15,22:00 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 1,3 : 5,Agardash
CamiloR9 : Matches,2022-12-15,21:30 UTC,A2A-Tier,FIFAe Nations Series 2023 - South America - Play-ins - Week 1,3 : 1,Valen
Conkai : Matches,2024-10-15,20:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #1,0 : 4,ChrisdeBoer
Conkai : Matches,2024-10-15,19:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #1,8 : 6,ofek5684
Conkai : Matches,2024-10-15,18:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #1,8 : 5,antonklaehn
Conkai : Matches,2024-10-13,13:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU West,0 : 6,Stokes
Conkai : Matches,2024-10-13,12:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU West,11 : 12,Brice
Conkai : Matches,2024-10-13,11:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU West,9 : 4,bernasfigue5
Conkai : Matches,2023-10-22,15:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,3 : 8,jafonso
Conkai : Matches,2023-10-22,13:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,3 : 4,Deshe
Conkai : Matches,2023-10-22,12:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,10 : 3,Yago
Conkai : Matches,2023-10-22,11:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,10 : 6,RedLac
Conkai : Matches,2023-10-21,13:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,1 : 6,AdriCifuentes
Conkai : Matches,2023-05-27,16:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,0 : 1,CRiquelme15
Conkai : Matches,2023-05-27,14:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,0 : 4,HARTIXEL
Conkai : Matches,2023-05-27,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,7 : 6,Pain
Conkai : Matches,2023-04-29,15:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #4,0 : 5,BrigArmy17
Conkai : Matches,2023-04-29,10:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #4,3 : 6,Yenthe
Conkai : Matches,2023-03-20,22:30 UTC,A5D-Tier,Showgoon Cup #2,0 : 3,Montaxer
Conkai : Matches,2023-03-20,22:00 UTC,A5D-Tier,Showgoon Cup #2,3 : 5,KiRooX
Conkai : Matches,2023-03-20,21:30 UTC,A5D-Tier,Showgoon Cup #2,4 : 1,B2
Conkai : Matches,2023-03-20,21:00 UTC,A5D-Tier,Showgoon Cup #2,5 : 4,Rigjo66
Conkai : Matches,2023-03-18,15:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,6 : 5,Salman
Conkai : Matches,2023-03-18,14:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,2 : 7,Cooolliiin
Conkai : Matches,2023-03-18,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,6 : 4,DaniThe7th
Conkai : Matches,2023-03-15,21:30 UTC,A5D-Tier,Showgoon Cup #1,3 : 4,RRich19
Conkai : Matches,2023-03-15,21:00 UTC,A5D-Tier,Showgoon Cup #1,3 : 2,Blachu
Conkai : Matches,2023-02-11,14:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,7 : 8,RayZiaaH
Conkai : Matches,2023-02-11,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,7 : 4,ismabdza
Conkai : Matches,2023-02-11,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,3 : 6,Lucasdinho
Conkai : Matches,2023-02-11,10:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,4 : 5,Chaser
Conkai : Matches,2023-01-07,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #1,10 : 6,Lirexi04
Conkai : Matches,2022-11-16,21:30 UTC,A5D-Tier,SAF Community Pro Cup #4,1 : 4,xFentix
Conkai : Matches,2022-10-06,20:30 UTC,A5D-Tier,Blacki Cup #3,3 : 6,Obrun2002
Conkai : Matches,2022-10-06,20:00 UTC,A5D-Tier,Blacki Cup #3,5 : 1,AleBatt99
Conkai : Matches,2022-05-24,14:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #4,2 : 4,Matias
Conkai : Matches,2021-02-06,14:00 UTC,A2A-Tier,FIFA 21 Global Series - PlayStation 4: Europe Qualifier #3,3 : 5,Neat
Conkai : Matches,2021-01-28,17:30 UTC,A1S-Tier,FIFAe Club World Cup 2021 - Europe: Playoffs,1 : 2,NKantee
Conkai : Matches,0000-01-01,,A4C-Tier,ZX NoTilt Cup #2,1 : 2,HARTIXEL
Diogo : Matches,2024-10-23,19:00 UTC,A4C-Tier,Wicked Wednesday - Week #3,4 : 7,Ilian
Diogo : Matches,2024-10-23,18:00 UTC,A4C-Tier,Wicked Wednesday - Week #3,6 : 1,Furman
Diogo : Matches,2024-10-22,23:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #2,1 : 5,Alihanlion
Diogo : Matches,2024-10-22,22:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #2,4 : 0,Chousita
Diogo : Matches,2024-10-22,21:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #2,6 : 2,JBrown
Diogo : Matches,2024-10-22,20:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #2,4 : 0,Danipitbull
Diogo : Matches,2024-10-22,19:00 UTC,A4C-Tier,Wicked Wednesday - Qual. Week #2,3 : 2,Peppe
Diogo : Matches,2024-08-11,21:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Group Stage,1 : 4,Abde_785
Diogo : Matches,2024-08-11,18:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Group Stage,1 : 3,Yaskow
Diogo : Matches,2024-08-11,17:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Group Stage,4 : 3,RedLac
Diogo : Matches,2024-08-11,16:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Group Stage,3 : 2,ST92
Diogo : Matches,2024-08-11,15:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Group Stage,7 : 2,xcharifx
Diogo : Matches,2024-06-14,21:30 UTC,A2A-Tier,DreamHack Summer 2024 - Q2,2 : 7,not_bedov
Diogo : Matches,2024-06-14,19:45 UTC,A2A-Tier,DreamHack Summer 2024 - Q2,3 : 4,LucaFIFA72
Diogo : Matches,2024-06-14,19:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q2,2 : 1,Lyricz
Diogo : Matches,2024-06-14,18:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q2,7 : 1,Zynia
Diogo : Matches,2024-05-31,22:00 UTC,A2A-Tier,DH Dallas - Group Stage,5 : 6,nicolas99fc
Diogo : Matches,2024-05-31,21:00 UTC,A2A-Tier,DH Dallas - Group Stage,4 : 3,nicolas99fc
Diogo : Matches,2024-05-31,20:00 UTC,A2A-Tier,DH Dallas - Group Stage,4 : 1,GoalPoacher
Diogo : Matches,2024-05-31,19:00 UTC,A2A-Tier,DH Dallas - Group Stage,4 : 1,Mark11
Diogo : Matches,2024-05-31,18:00 UTC,A2A-Tier,DH Dallas - Group Stage,6 : 4,DPeixoto7
Diogo : Matches,2024-05-31,17:00 UTC,A2A-Tier,DH Dallas - Group Stage,3 : 2,Yagi
Diogo : Matches,2024-03-10,20:45 UTC,A2A-Tier,eMLS Cup 2024 - Playoffs,4 : 5,NRaseck
Diogo : Matches,2024-03-03,19:50 UTC,A2A-Tier,eMLS League 2024 - Series Two Playoffs,3 : 4,KingCJ0
Diogo : Matches,2024-03-02,23:10 UTC,A2A-Tier,eMLS League 2024 - Series Two Group Stage,12 : 2,BenR
Diogo : Matches,2024-03-02,22:35 UTC,A2A-Tier,eMLS League 2024 - Series Two Group Stage,9 : 2,JordyReyes
Diogo : Matches,2024-03-02,22:00 UTC,A2A-Tier,eMLS League 2024 - Series Two Group Stage,2 : 0,Chris_alopez
Diogo : Matches,2024-03-02,21:25 UTC,A2A-Tier,eMLS League 2024 - Series Two Group Stage, : ,Chris
Diogo : Matches,2024-03-02,20:15 UTC,A2A-Tier,eMLS League 2024 - Series Two Group Stage,5 : 1,BenR
Diogo : Matches,2024-03-02,19:45 UTC,A2A-Tier,eMLS League 2024 - Series Two Group Stage, : ,JordyReyes
